id,full_name,first_name,last_name,is_active
202079,AntonioAnderson,Antonio,Anderson,0
76035,CliffAnderson,Cliff,Anderson,0
76036,DanielAnderson,Daniel,Anderson,0
1507,DerekAnderson,Derek,Anderson,0
76037,DwightAnderson,Dwight,Anderson,0
944,EricAnderson,Eric,Anderson,0
246,GregAnderson,Greg,Anderson,0
202341,JamesAnderson,James,Anderson,0
76040,JeromeAnderson,Jerome,Anderson,0
1626147,JustinAnderson,Justin,Anderson,0
72,KennyAnderson,Kenny,Anderson,0
76041,KimAnderson,Kim,Anderson,0
203937,KyleAnderson,Kyle,Anderson,1
76042,MichaelAnderson,Michael,Anderson,0
76043,MitchellAnderson,Mitchell,Anderson,0
98,NickAnderson,Nick,Anderson,0
76045,RichardAnderson,Richard,Anderson,0
76046,RonAnderson,Ron,Anderson,0
201583,RyanAnderson,Ryan,Anderson,0
1000,ShandonAnderson,Shandon,Anderson,0
335,WillieAnderson,Willie,Anderson,0
76048,WallyAnderzunas,Wally,Anderzunas,0
101149,MartynasAndriuskevicius,Martynas,Andriuskevicius,0
76049,DonAnielak,Don,Anielak,0
1628387,IkeAnigbogu,Ike,Anigbogu,0
76050,MichaelAnsley,Michael,Ansley,0
1512,ChrisAnstey,Chris,Anstey,0
203507,GiannisAntetokounmpo,Giannis,Antetokounmpo,1
1628961,KostasAntetokounmpo,Kostas,Antetokounmpo,1
203648,ThanasisAntetokounmpo,Thanasis,Antetokounmpo,1
2546,CarmeloAnthony,Carmelo,Anthony,0
1630175,ColeAnthony,Cole,Anthony,1
21,GregAnthony,Greg,Anthony,0
201202,JoelAnthony,Joel,Anthony,0
203544,PeroAntic,Pero,Antic,0
1628384,OGAnunoby,OG,Anunoby,1
203951,KeithAppling,Keith,Appling,0
2737,RafaelAraujo,Rafael,Araujo,0
76053,StaceyArceneaux,Stacey,Arceneaux,0
76054,NateArchibald,Nate,Archibald,0
2425,RobertArchibald,Robert,Archibald,0
1627853,RyanArcidiacono,Ryan,Arcidiacono,1
76055,JimArd,Jim,Ard,0
2240,GilbertArenas,Gilbert,Arenas,0
2772,TrevorAriza,Trevor,Ariza,0
76056,PaulArizin,Paul,Arizin,0
76057,JoeArlauckas,Joe,Arlauckas,0
769,BJArmstrong,BJ,Armstrong,0
76061,BobArmstrong,Bob,Armstrong,0
2220,BrandonArmstrong,Brandon,Armstrong,0
353,DarrellArmstrong,Darrell,Armstrong,0
200756,HiltonArmstrong,Hilton,Armstrong,0
76060,PaulArmstrong,Paul,Armstrong,0
76059,TateArmstrong,Tate,Armstrong,0
76062,JesseArnelle,Jesse,Arnelle,0
76063,JayArnette,Jay,Arnette,0
76064,BobArnzen,Bob,Arnzen,0
2306,CarlosArroyo,Carlos,Arroyo,0
201589,DarrellArthur,Darrell,Arthur,0
76065,JohnArthurs,John,Arthurs,0
1628503,JamelArtis,Jamel,Artis,0
201600,OmerAsik,Omer,Asik,0
355,VincentAskew,Vincent,Askew,0
173,KeithAskins,Keith,Askins,0
76068,DonAsmonga,Don,Asmonga,0
76069,RichardAtha,Richard,Atha,0
1088,ChuckyAtkins,Chucky,Atkins,0
76070,AlvinAttles,Alvin,Attles,0
76071,ChetAubuchon,Chet,Aubuchon,0
278,StaceyAugmon,Stacey,Augmon,0
201571,DJAugustin,DJ,Augustin,0
200788,JamesAugustine,James,Augustine,0
1134,IkeAustin,Ike,Austin,0
76073,JohnAustin,John,Austin,0
76074,KenAustin,Ken,Austin,0
1630166,DeniAvdija,Deni,Avdija,1
138,AnthonyAvent,Anthony,Avent,0
76076,WilliamAveritt,William,Averitt,0
1895,WilliamAvery,William,Avery,0
76078,DennisAwtrey,Dennis,Awtrey,0
1630555,JoelAyayi,Joel,Ayayi,0
202970,GustavoAyon,Gustavo,Ayon,0
201965,JeffAyres,Jeff,Ayres,0
1629028,DeandreAyton,Deandre,Ayton,1
101235,KelennaAzubuike,Kelenna,Azubuike,0
1628962,UdokaAzubuike,Udoka,Azubuike,1
203569,ChrisBabb,Chris,Babb,0
202337,LukeBabbitt,Luke,Babbitt,0
76079,MilosBabic,Milos,Babic,0
76080,JohnnyBach,Johnny,Bach,0
1628407,DwayneBacon,Dwayne,Bacon,0
76081,JimBaechtold,Jim,Baechtold,0
2053,DaliborBagaric,Dalibor,Bagaric,0
76082,JohnBagley,John,Bagley,0
1628963,MarvinBagleyIII,Marvin,BagleyIII,1
76084,CarlBailey,Carl,Bailey,0
76083,GusBailey,Gus,Bailey,0
76085,JamesBailey,James,Bailey,0
1847,ThurlBailey,Thurl,Bailey,0
1753,TobyBailey,Toby,Bailey,0
203946,CameronBairstow,Cameron,Bairstow,0
1858,MarkBaker,Mark,Baker,0
2486,MauriceBaker,Maurice,Baker,0
76089,NormBaker,Norm,Baker,0
1627758,RonBaker,Ron,Baker,0
452,VinBaker,Vin,Baker,0
1627735,WadeBaldwinIV,Wade,BaldwinIV,0
1631116,PatrickBaldwinJr,Patrick,BaldwinJr,1
200764,RenaldoBalkman,Renaldo,Balkman,0
76090,CedricBall,Cedric,Ball,0
1630163,LaMeloBall,LaMelo,Ball,1
1629071,LiAngeloBall,LiAngelo,Ball,1
1628366,LonzoBall,Lonzo,Ball,1
76091,GregBallard,Greg,Ballard,0
76092,HerschelBaltimore,Herschel,Baltimore,0
1628964,MoBamba,Mo,Bamba,1
1631094,PaoloBanchero,Paolo,Banchero,1
1630217,DesmondBane,Desmond,Bane,1
76093,GeneBanks,Gene,Banks,0
2556,MarcusBanks,Marcus,Banks,0
76094,KenBannister,Ken,Bannister,0
76095,MikeBantom,Mike,Bantom,0
1630625,DalanoBanton,Dalano,Banton,1
1627760,CatBarber,Cat,Barber,0
76096,JohnBarber,John,Barber,0
2571,LeandroBarbosa,Leandro,Barbosa,0
76097,StephenBardo,Stephen,Bardo,0
200826,JJBarea,JJ,Barea,0
200745,AndreaBargnani,Andrea,Bargnani,0
76098,CliffBarker,Cliff,Barker,0
76099,TomBarker,Tom,Barker,0
787,CharlesBarkley,Charles,Barkley,0
2057,ErickBarkley,Erick,Barkley,0
76102,DonBarksdale,Don,Barksdale,0
1631230,DominickBarlow,Dominick,Barlow,1
203084,HarrisonBarnes,Harrison,Barnes,1
76103,HarryBarnes,Harry,Barnes,0
76105,JimBarnes,Jim,Barnes,0
76104,MarvinBarnes,Marvin,Barnes,0
2440,MattBarnes,Matt,Barnes,0
1630567,ScottieBarnes,Scottie,Barnes,1
76107,DickBarnett,Dick,Barnett,0
76106,JimBarnett,Jim,Barnett,0
76108,JohnBarnhill,John,Barnhill,0
76109,NortonBarnhill,Norton,Barnhill,0
76110,LeoBarnhorst,Leo,Barnhorst,0
76111,JohnBarr,John,Barr,0
76112,MikeBarr,Mike,Barr,0
76113,ThomasBarr,Thomas,Barr,0
2857,AndreBarrett,Andre,Barrett,0
76114,ErnieBarrett,Ernie,Barrett,0
1629628,RJBarrett,RJ,Barrett,1
2853,EarlBarron,Earl,Barron,0
344,DanaBarros,Dana,Barros,0
699,BrentBarry,Brent,Barry,0
1003,DrewBarry,Drew,Barry,0
468,JonBarry,Jon,Barry,0
600013,RickBarry,Rick,Barry,0
76117,EdBartels,Ed,Bartels,0
76118,VicBartolome,Vic,Bartolome,0
203115,WillBarton,Will,Barton,1
101188,EddieBasden,Eddie,Basden,0
76119,JerryBaskerville,Jerry,Baskerville,0
101138,BrandonBass,Brandon,Bass,0
1628238,ParisBass,Paris,Bass,0
76120,TimBassett,Tim,Bassett,0
1629646,CharlesBassey,Charles,Bassey,1
1766,MaceoBaston,Maceo,Baston,0
2370,MengkeBateer,Mengke,Bateer,0
76121,BillyrayBates,Billyray,Bates,0
1628966,KeitaBatesDiop,Keita,BatesDiop,1
101212,EstebanBatista,Esteban,Batista,0
2471,MikeBatiste,Mike,Batiste,0
1499,TonyBattie,Tony,Battie,0
2203,ShaneBattier,Shane,Battier,0
174,JohnBattle,John,Battle,0
76123,KennyBattle,Kenny,Battle,0
76124,DaveBatton,Dave,Batton,0
201587,NicolasBatum,Nicolas,Batum,1
76125,JohnnyBaum,Johnny,Baum,0
76126,FrankieBaumholtz,Frankie,Baumholtz,0
2437,LonnyBaxter,Lonny,Baxter,0
201573,JerrydBayless,Jerryd,Bayless,0
76127,ElginBaylor,Elgin,Baylor,0
203382,AronBaynes,Aron,Baynes,0
76128,SergeiBazarevich,Sergei,Bazarevich,0
203145,KentBazemore,Kent,Bazemore,1
1629647,DariusBazley,Darius,Bazley,1
76129,EdBeach,Ed,Beach,0
203078,BradleyBeal,Bradley,Beal,1
76130,ButchBeard,Butch,Beard,0
76131,RalphBeard,Ralph,Beard,0
2602,JeromeBeasley,Jerome,Beasley,0
1627736,MalikBeasley,Malik,Beasley,1
201563,MichaelBeasley,Michael,Beasley,0
76133,ZelmoBeaty,Zelmo,Beaty,0
201958,RodrigueBeaubois,Rodrigue,Beaubois,0
1630699,MarJonBeauchamp,MarJon,Beauchamp,1
76134,ByronBeck,Byron,Beck,0
1133,CoreyBeck,Corey,Beck,0
76136,ErnieBeck,Ernie,Beck,0
76137,MoeBecker,Moe,Becker,0
76138,WilliamBedford,William,Bedford,0
76139,HankBeenders,Hank,Beenders,0
76140,RonBehagen,Ron,Behagen,0
76141,ElmerBehnke,Elmer,Behnke,0
201158,MarcoBelinelli,Marco,Belinelli,0
2294,CharlieBell,Charlie,Bell,0
76142,DennisBell,Dennis,Bell,0
1628395,JordanBell,Jordan,Bell,0
1952,RajaBell,Raja,Bell,0
2559,TroyBell,Troy,Bell,0
76143,WilliamBell,William,Bell,0
76144,WaltBellamy,Walt,Bellamy,0
1627761,DeAndreBembry,DeAndre,Bembry,0
76145,IrvBemoras,Irv,Bemoras,0
76146,LeonBenbow,Leon,Benbow,0
1627733,DraganBender,Dragan,Bender,0
1886,JonathanBender,Jonathan,Bender,0
203968,JerrelleBenimon,Jerrelle,Benimon,0
104,BenoitBenjamin,Benoit,Benjamin,0
1736,CoreyBenjamin,Corey,Benjamin,0
203461,AnthonyBennett,Anthony,Bennett,0
1120,ElmerBennett,Elmer,Bennett,0
712,MarioBennett,Mario,Bennett,0
76151,MelBennett,Mel,Bennett,0
76148,TonyBennett,Tony,Bennett,0
76152,WinstonBennett,Winston,Bennett,0
128,DavidBenoit,David,Benoit,0
202728,KeithBenson,Keith,Benson,0
76154,KentBenson,Kent,Benson,0
1627791,BenBentil,Ben,Bentil,0
76155,GeneBerce,Gene,Berce,0
76156,GaryBergen,Gary,Bergen,0
1631262,JulesBernard,Jules,Bernard,1
76157,RickyBerry,Ricky,Berry,0
76158,WalterBerry,Walter,Berry,0
1629541,DairisBertans,Dairis,Bertans,0
202722,DavisBertans,Davis,Bertans,1
76159,DelBeshore,Del,Beshore,0
696,TravisBest,Travis,Best,0
201976,PatrickBeverley,Patrick,Beverley,1
1630180,SaddiqBey,Saddiq,Bey,1
1630189,TylerBey,Tyler,Bey,0
204021,SimBhullar,Sim,Bhullar,0
76160,AlBianchi,Al,Bianchi,0
76161,HankBiasatti,Hank,Biasatti,0
76162,HenryBibby,Henry,Bibby,0
1710,MikeBibby,Mike,Bibby,0
76163,EdBiedenbach,Ed,Biedenbach,0
2740,AndrisBiedrins,Andris,Biedrins,0
76164,DonBielke,Don,Bielke,0
76165,BobBigelow,Bob,Bigelow,0
1497,ChaunceyBillups,Chauncey,Billups,0
76166,DaveBing,Dave,Bing,0
1631234,MarcusBinghamJr,Marcus,BinghamJr,1
76167,JoeBinion,Joe,Binion,0
203920,KhemBirch,Khem,Birch,1
1628444,JabariBird,Jabari,Bird,0
76168,JerryBird,Jerry,Bird,0
1449,LarryBird,Larry,Bird,0
76170,OtisBirdsong,Otis,Birdsong,0
76171,GaleBishop,Gale,Bishop,0
1629048,GogaBitadze,Goga,Bitadze,1
202687,BismackBiyombo,Bismack,Biyombo,1
202357,NemanjaBjelica,Nemanja,Bjelica,0
76172,UweBlab,Uwe,Blab,0
76173,CharlieBlack,Charlie,Black,0
76174,NormanBlack,Norman,Black,0
204028,TarikBlack,Tarik,Black,0
76175,TomBlack,Tom,Black,0
76176,RolandoBlackman,Rolando,Blackman,0
76180,AlexBlackwell,Alex,Blackwell,0
76177,CoryBlackwell,Cory,Blackwell,0
1806,JamesBlackwell,James,Blackwell,0
76179,NateBlackwell,Nate,Blackwell,0
201971,DeJuanBlair,DeJuan,Blair,0
2581,SteveBlake,Steve,Blake,0
202392,MarqusBlakely,Marqus,Blakely,0
1628469,AntonioBlakeney,Antonio,Blakeney,0
200807,WillBlalock,Will,Blalock,0
76182,GeorgeBlaney,George,Blaney,0
76183,LanceBlanks,Lance,Blanks,0
76184,RickyBlanton,Ricky,Blanton,0
101154,AndrayBlatche,Andray,Blatche,0
302,MookieBlaylock,Mookie,Blaylock,0
202339,EricBledsoe,Eric,Bledsoe,0
1629833,KeljinBlevins,Keljin,Blevins,0
76186,LeonBlevins,Leon,Blevins,0
76187,JohnBlock,John,Block,0
76188,MikeBloom,Mike,Bloom,0
1628417,JaronBlossomgame,Jaron,Blossomgame,0
916,CorieBlount,Corie,Blount,0
1548,MarkBlount,Mark,Blount,0
203505,VanderBlue,Vander,Blue,0
1629129,TrevonBluiett,Trevon,Bluiett,0
76189,RayBlume,Ray,Blume,0
76190,NelsonBobb,Nelson,Bobb,0
2800,TonyBobbitt,Tony,Bobbitt,0
76191,ArlenBockhorn,Arlen,Bockhorn,0
1631205,BuddyBoeheim,Buddy,Boeheim,1
76192,TomBoerwinkle,Tom,Boerwinkle,0
2586,KeithBogans,Keith,Bogans,0
203992,BogdanBogdanovic,Bogdan,Bogdanovic,1
202711,BojanBogdanovic,Bojan,Bogdanovic,1
177,MuggsyBogues,Muggsy,Bogues,0
101106,AndrewBogut,Andrew,Bogut,0
1564,EtdrickBohannon,Etdrick,Bohannon,0
1629626,BolBol,Bol,Bol,1
76195,ManuteBol,Manute,Bol,0
1628413,JonahBolden,Jonah,Bolden,0
1629716,MarquesBolden,Marques,Bolden,1
76196,BillBolger,Bill,Bolger,0
1630195,LeandroBolmaro,Leandro,Bolmaro,1
1627762,JoelBolomboy,Joel,Bolomboy,0
76197,DougBolstorff,Doug,Bolstorff,0
76203,GeorgeHBonSalle,GeorgeH,BonSalle,0
76198,PhilBond,Phil,Bond,0
1603,WalterBond,Walter,Bond,0
1629648,JordanBone,Jordan,Bone,0
1121,DexterBoney,Dexter,Boney,0
1629067,IsaacBonga,Isaac,Bonga,0
76201,RonBonham,Ron,Bonham,0
41,AnthonyBonner,Anthony,Bonner,0
2588,MattBonner,Matt,Bonner,0
1626164,DevinBooker,Devin,Booker,1
511,MelvinBooker,Melvin,Booker,0
202344,TrevorBooker,Trevor,Booker,0
200767,JoshBoone,Josh,Boone,0
76204,RonBoone,Ron,Boone,0
1916,CalvinBooth,Calvin,Booth,0
1522,KeithBooth,Keith,Booth,0
76206,BobBoozer,Bob,Boozer,0
2430,CarlosBoozer,Carlos,Boozer,0
2414,CurtisBorchardt,Curtis,Borchardt,0
76207,JakeBornheimer,Jake,Bornheimer,0
1953,LazaroBorrell,Lazaro,Borrell,0
76209,CosticBorsavage,Costic,Borsavage,0
76210,VinceBoryla,Vince,Boryla,0
2547,ChrisBosh,Chris,Bosh,0
76211,JimBostic,Jim,Bostic,0
1630527,BrandonBoston,Brandon,Boston,1
76212,LawrenceBoston,Lawrence,Boston,0
76213,TomBoswell,Tom,Boswell,0
1628449,ChrisBoucher,Chris,Boucher,1
1630547,JamesBouknight,James,Bouknight,1
2257,RubenBoumtjeBoumtje,Ruben,BoumtjeBoumtje,0
1631123,JamareeBouyea,Jamaree,Bouyea,1
76214,DonBoven,Don,Boven,0
1898,CalBowdler,Cal,Bowdler,0
1477,BruceBowen,Bruce,Bowen,0
1763,RyanBowen,Ryan,Bowen,0
1628968,BrianBowenII,Brian,BowenII,0
194,AnthonyBowie,Anthony,Bowie,0
76217,SamBowie,Sam,Bowie,0
1085,IraBowman,Ira,Bowman,0
1629065,KyBowman,Ky,Bowman,0
76219,NateBowman,Nate,Bowman,0
671,DonnieBoyce,Donnie,Boyce,0
76221,DennisBoyd,Dennis,Boyd,0
76222,FredBoyd,Fred,Boyd,0
76223,KenBoyd,Ken,Boyd,0
1863,EarlBoykins,Earl,Boykins,0
76224,HarryBoykoff,Harry,Boykoff,0
76225,WinfordBoynes,Winford,Boynes,0
200841,CedricBozeman,Cedric,Bozeman,0
76226,SteveBracey,Steve,Bracey,0
202342,CraigBrackins,Craig,Brackins,0
76227,GaryBradds,Gary,Bradds,0
76228,AlexBradley,Alex,Bradley,0
76229,AlonzoBradley,Alonzo,Bradley,0
202340,AveryBradley,Avery,Bradley,0
76233,BillBradley,Bill,Bradley,0
76230,CharlesBradley,Charles,Bradley,0
76231,DudleyBradley,Dudley,Bradley,0
76232,JoeBradley,Joe,Bradley,0
2214,MichaelBradley,Michael,Bradley,0
762,ShawnBradley,Shawn,Bradley,0
1628396,TonyBradley,Tony,Bradley,1
1361,MarkBradtke,Mark,Bradtke,0
66,MarquesBragg,Marques,Bragg,0
1765,TorrayeBraggs,Torraye,Braggs,0
1920,AJBramlett,AJ,Bramlett,0
76237,AdrianBranch,Adrian,Branch,0
1882,EltonBrand,Elton,Brand,0
210,TerrellBrandon,Terrell,Brandon,0
1631103,MalakiBranham,Malaki,Branham,1
76238,BobBrannum,Bob,Brannum,0
76239,BradBranson,Brad,Branson,0
76240,JesseBranson,Jesse,Branson,0
1629714,JarrellBrantley,Jarrell,Brantley,0
76241,JimBrasco,Jim,Brasco,0
76242,MikeBratz,Mike,Bratz,0
76243,CarlBraun,Carl,Braun,0
1631128,ChristianBraun,Christian,Braun,1
1629649,IgnasBrazdeikis,Ignas,Brazdeikis,0
160,TimBreaux,Tim,Breaux,0
2452,JRBremer,JR,Bremer,0
76245,PeteBrennan,Pete,Brennan,0
76246,TomBrennan,Tom,Brennan,0
76247,RandyBreuer,Randy,Breuer,0
201147,CoreyBrewer,Corey,Brewer,0
2249,JamisonBrewer,Jamison,Brewer,0
76248,JimBrewer,Jim,Brewer,0
76249,RonBrewer,Ron,Brewer,0
200758,RonnieBrewer,Ronnie,Brewer,0
2056,PrimozBrezec,Primoz,Brezec,0
76250,FrankBrian,Frank,Brian,0
783,FrankBrickowski,Frank,Brickowski,0
76252,JuniorBridgeman,Junior,Bridgeman,0
76253,BillBridges,Bill,Bridges,0
1628969,MikalBridges,Mikal,Bridges,1
1628970,MilesBridges,Miles,Bridges,0
76254,AlBrightman,Al,Brightman,0
1628578,AmidaBrimah,Amida,Brimah,0
76255,AudleyBrindley,Audley,Brindley,0
1628515,IsaiahBriscoe,Isaiah,Briscoe,0
76256,JohnBrisker,John,Brisker,0
1629052,OshaeBrissett,Oshae,Brissett,1
76257,AllanBristow,Allan,Bristow,0
76258,TyroneBritt,Tyrone,Britt,0
76259,WaymanBritt,Wayman,Britt,0
76260,MikeBrittain,Mike,Brittain,0
76261,DavidBritton,David,Britton,0
201972,JonBrockman,Jon,Brockman,0
1629151,RyanBroekhoff,Ryan,Broekhoff,0
76262,JimBrogan,Jim,Brogan,0
1627763,MalcolmBrogdon,Malcolm,Brogdon,1
76263,GaryBrokaw,Gary,Brokaw,0
76264,PriceBrookfield,Price,Brookfield,0
201166,AaronBrooks,Aaron,Brooks,0
1629717,ArmoniBrooks,Armoni,Brooks,0
1628415,DillonBrooks,Dillon,Brooks,1
76265,KevinBrooks,Kevin,Brooks,0
202705,MarShonBrooks,MarShon,Brooks,0
76266,MichaelBrooks,Michael,Brooks,0
418,ScottBrooks,Scott,Brooks,0
2810,AndreBrown,Andre,Brown,0
1626148,AnthonyBrown,Anthony,Brown,0
76284,BobBrown,Bob,Brown,0
201628,BobbyBrown,Bobby,Brown,0
1628971,BruceBrown,Bruce,Brown,1
359,ChuckyBrown,Chucky,Brown,0
2245,DamoneBrown,Damone,Brown,0
76270,DarrellBrown,Darrell,Brown,0
244,DeeBrown,Dee,Brown,0
200793,DeeBrown,Dee,Brown,0
201974,DerrickBrown,Derrick,Brown,0
2484,DevinBrown,Devin,Brown,0
2081,ErnestBrown,Ernest,Brown,0
76272,FredBrown,Fred,Brown,0
1631122,GabeBrown,Gabe,Brown,1
76273,GeorgeBrown,George,Brown,0
1871,GeraldBrown,Gerald,Brown,0
76275,HaroldBrown,Harold,Brown,0
203913,JabariBrown,Jabari,Brown,0
1627759,JaylenBrown,Jaylen,Brown,1
76276,JohnBrown,John,Brown,0
2208,KedrickBrown,Kedrick,Brown,0
1631112,KendallBrown,Kendall,Brown,1
2198,KwameBrown,Kwame,Brown,0
76278,LeonBrown,Leon,Brown,0
76279,LewisBrown,Lewis,Brown,0
203485,LorenzoBrown,Lorenzo,Brown,0
992,MarcusBrown,Marcus,Brown,0
203900,MarkelBrown,Markel,Brown,0
1479,MikeBrown,Mike,Brown,0
1629650,MosesBrown,Moses,Brown,1
76277,MyronBrown,Myron,Brown,0
136,PJBrown,PJ,Brown,0
753,RandyBrown,Randy,Brown,0
76282,RaymondBrown,Raymond,Brown,0
76283,RickeyBrown,Rickey,Brown,0
76286,RogerBrown,Roger,Brown,0
200769,ShannonBrown,Shannon,Brown,0
76285,StanBrown,Stan,Brown,0
1628425,SterlingBrown,Sterling,Brown,0
2357,TierreBrown,Tierre,Brown,0
76268,TonyBrown,Tony,Brown,0
1630535,GregBrownIII,Greg,BrownIII,1
1629718,CharlieBrownJr,Charlie,BrownJr,1
1630602,ChaundeeBrownJr,Chaundee,BrownJr,0
1628972,TroyBrownJr,Troy,BrownJr,1
76287,JimBrowne,Jim,Browne,0
76288,StanleyBrundy,Stanley,Brundy,0
1628973,JalenBrunson,Jalen,Brunson,1
1594,RickBrunson,Rick,Brunson,0
1627852,NicolasBrussino,Nicolas,Brussino,0
1629091,ElijahBryant,Elijah,Bryant,0
76289,EmmetteBryant,Emmette,Bryant,0
76290,JoeBryant,Joe,Bryant,0
977,KobeBryant,Kobe,Bryant,0
95,MarkBryant,Mark,Bryant,0
1628418,ThomasBryant,Thomas,Bryant,1
76291,WallaceBryant,Wallace,Bryant,0
76292,TorgeirBryn,Torgeir,Bryn,0
1629783,ShaqBuchanan,Shaq,Buchanan,0
76293,JoeBuckhalter,Joe,Buckhalter,0
76294,SteveBucknall,Steve,Bucknall,0
76295,ClevelandBuckner,Cleveland,Buckner,0
1761,GregBuckner,Greg,Buckner,0
76296,QuinnBuckner,Quinn,Buckner,0
76297,DaveBudd,Dave,Budd,0
201978,ChaseBudinger,Chase,Budinger,0
76298,WalterBudko,Walter,Budko,0
146,JudBuechler,Jud,Buechler,0
1934,RodneyBuford,Rodney,Buford,0
672,MattBullard,Matt,Bullard,0
203493,ReggieBullock,Reggie,Bullock,1
76300,GregBunch,Greg,Bunch,0
76301,DickBunt,Dick,Bunt,0
76302,BillBuntin,Bill,Buntin,0
76303,LutherBurden,Luther,Burden,0
2469,PatBurke,Pat,Burke,0
203504,TreyBurke,Trey,Burke,1
76304,RogerBurkman,Roger,Burkman,0
202692,AlecBurks,Alec,Burks,1
2766,AntonioBurks,Antonio,Burks,0
101207,KevinBurleson,Kevin,Burleson,0
76305,TomBurleson,Tom,Burleson,0
76306,JackBurmaster,Jack,Burmaster,0
76307,DavidBurns,David,Burns,0
76308,EversBurns,Evers,Burns,0
76309,JimBurns,Jim,Burns,0
197,ScottBurrell,Scott,Burrell,0
76311,ArtBurris,Art,Burris,0
675,JuniorBurrough,Junior,Burrough,0
76313,BobBurrow,Bob,Burrow,0
1629126,DeonteBurton,Deonte,Burton,0
76314,EdBurton,Ed,Burton,0
416,WillieBurton,Willie,Burton,0
76316,SteveBurtt,Steve,Burtt,0
76317,DonBuse,Don,Buse,0
202221,BrianButch,Brian,Butch,0
76318,DonnieButcher,Donnie,Butcher,0
76319,AlButler,Al,Butler,0
2406,CaronButler,Caron,Butler,0
202364,DaSeanButler,DaSean,Butler,0
76320,GregButler,Greg,Butler,0
